id,min_estimated_time,max_estimated_time,owner,vertical,lab_overview,what_you_will_do,title_autoslug,title,visible_instructors
3168,60,120,"{'id': 46620808, 'title': 'Matt Bohn', 'url': '/user/matt-bohn/'}",azure,"<p>In this lab, you are an Azure cloud engineer working for ACME Bank.&nbsp;ACME&nbsp;Bank is rebuilding their customer facing web application.&nbsp;ACME&nbsp;Bank wants the new application to run in the cloud to leverage more cost-efficient scaling.&nbsp;Our new cloud architecture team has chosen Azure App Service as the platform the app should run on.&nbsp;They want the app to take advantage of an easily swapped staging slot, auto-scale out, health monitoring, and logging.&nbsp;Your boss wants you to deploy the application to Azure App Service to meet these requirements.</p>","{'items': ['Create and configure a new Azure App Service Instance(s)', 'Deploy an ASP. NET Core web application to Azure App Service', 'Configure a deployment slot for staging application changes', 'Configure health check monitoring', 'Configure an auto-scale rule to add instances based on CPU usage']}",deploy-an-aspnet-core-web-application-using-microsoft-app-service-on-microsoft-azure,Deploy an ASP.NET Core Web Application using Microsoft App Service on Microsoft Azure,"[{'id': 46620808, 'title': 'Matt Bohn', 'url': '/user/matt-bohn/'}]"
3156,120,180,"{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}",data_science,"<p>In an effort to diversify its financial strategies and safeguard its financial future, Diogo's Delicious Chocolate Company has expanded its finance department with a dedicated team focused on portfolio management. As a newly appointed data analyst in the team, your role involves the critical task of analyzing and optimizing the company's investment portfolio. The finance department has decided to invest in the stock market and has selected a basket of 50 stocks across various sectors. The company's financial future is in your hands. By leveraging financial data analysis and statistical modeling techniques, your mission is to provide insights into the performance of this portfolio and propose strategies for optimizing returns and managing risk.</p>","{'items': ['Analyze financial data to determine trends and patterns that can inform investment decisions', 'Perform risk analysis using methods like Value at Risk (VaR) to understand potential portfolio losses', 'Determine important portfolio performance metrics such as average daily return, volatility, and Sharpe ratio', 'Employ optimization techniques to find the most efficient portfolio allocation that maximizes the Sharpe ratio', ""Simulate future portfolio performance using Monte Carlo simulations to provide a sense of the portfolio's potential range of outcomes"", 'Leverage Python and associated libraries such as Pandas, Numpy, and Matplotlib to manipulate and visualize financial data']}",optimizing-portfolio-management-modern-portfolio-theory-with-python,Optimizing Portfolio Management: Modern Portfolio Theory with Python,"[{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}]"
3142,60,120,"{'id': 23883614, 'title': 'Timotius Pamungkas', 'url': '/user/timotius-pamungkas/'}",devops,"<p>We are an online survey company called <em>Survey One</em>. The company collects valuable data through surveys submitted by users. However, the technology team is facing a pain point where data is lost if the Kubernetes pod hosting the survey application is restarted. Additionally, the business needs to have regular metrics updates (e.g. every hour) from submitted surveys, meaning the technology team needs to create a regular schedule for these metrics.</p><p>The company uses Kubernetes for application deployment. As your DevOps manager, I&nbsp;need you, our DevOps engineer,&nbsp;to configure Kubernetes Persistent Volume Claims (PVCs) and CronJobs to address these problems.</p>","{'items': ['Deploy application on a Kubernetes cluster using persistent volume claim for data storage.', 'Create and manage persistent volumes and claims to ensure data retention.', 'Configure a CronJob to perform periodic data maintenance tasks', 'Schedule and monitor the execution of CronJobs']}",resilient-kubernetes-permanent-data-with-persistent-volume-claim-automation-with-cronjobs,Resilient Kubernetes: Permanent Data with Persistent Volume Claim & Automation with CronJobs,"[{'id': 23883614, 'title': 'Timotius Pamungkas', 'url': '/user/timotius-pamungkas/'}]"
3140,60,90,"{'id': 23883614, 'title': 'Timotius Pamungkas', 'url': '/user/timotius-pamungkas/'}",devops,"<p>You are a DevOps engineer at a software consultancy company called <em>Solution One</em>, and your task is managing various applications on the clients' Kubernetes cluster. Some of your clients complain that when using Kubernetes, they are having problems installing well-known applications (such as a web server) because too many things need to be done. The problems include complex application deployments, managing upgrades and rollbacks, and handling configuration management across different environments. Hence, the installation could take a lot of time. </p><p>You know that Helm, a Kubernetes package manager, can be the solution to these problems. Helm simplifies complex application deployments by packaging each application as a Helm chart. With Helm, your clients can easily install or remove applications on their Kubernetes cluster, also customize configurations ensuring consistent and streamlined deployments.</p>","{'items': ['Search for and select correct Helm charts for different applications', 'Customize Helm charts to meet specific requirements and configurations', 'Install and remove applications easily on Kubernetes using Helm', 'Verify successful Helm installation for applications and ensure they function as expected']}",install-and-manage-redis-prometheus-grafana-on-kubernetes-using-helm,"Install and Manage Redis, Prometheus, & Grafana on Kubernetes Using Helm","[{'id': 23883614, 'title': 'Timotius Pamungkas', 'url': '/user/timotius-pamungkas/'}]"
3138,60,90,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",azure,"<p>You are the cloud administrator for <strong>BrezyWeather</strong>, a weather services team that provides customers with weather predictions and forecasting services. Your team uses <strong>Azure Virtual Machines</strong> to host the weather services, and you need to ensure secure remote access to these VMs for maintenance and troubleshooting purposes. You must create and configure <strong>Azure Bastion</strong> instances to enable secure remote access to Azure VMs from anywhere. Once configured, ensure the machine can be accessed from the browser directly. </p>","{'items': ['Create, configure, and terminate Azure Bastion instances.', 'Connect to an Azure VM securely using Azure Bastion', 'Manage Azure VM and Azure Bastion from Azure Portal']}",create-and-connect-to-azure-vm-using-azure-bastion,Create and Connect to Azure VM using Azure Bastion,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}]"
3136,60,120,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",azure,"<p>BrezyWeather is a small software development company that has recently migrated to Azure for its cloud computing needs. The company's infrastructure is entirely based on <strong>Azure virtual machines</strong>, which store critical data and applications. The management is concerned about data loss due to hardware failure, accidental deletion, or disasters such as floods or fires. Your manager has tasked you, the Azure administrator, with designing and implementing a backup solution to protect their data and ensure business continuity in a disaster.</p><figure>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; <img src=""https://udemy-images.s3.amazonaws.com:443/redactor/raw/create_lab_editor/2023-05-18_03-39-23-9e972cc637b5e34d90d0e4a0708d8a1e.png""></figure>","{'items': ['Configure Azure Backup for Azure VM to protect against data loss.', 'Identify the steps needed to configure Azure Backup for Azure VMs.', 'Schedule backups and monitor backup jobs.']}",backing-up-azure-vms-with-azure-backup,Backing up Azure VMs with Azure Backup,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}]"
3134,60,120,"{'id': 46620808, 'title': 'Matt Bohn', 'url': '/user/matt-bohn/'}",azure,"<p>In this lab, you are an Azure cloud engineer working for Auto Review, Inc.&nbsp;Auto Review has an existing relational database of expert reviews on cars and trucks across numerous years, makes, and models. The data schema has been hard to scale and adapt over time. The cloud architecture team has decided to move this data to an Azure Cosmos DB No-SQL database.&nbsp; These changes are intended to allow a more flexible data structure, facilitate Agile software development practices, and scale as demand grows.&nbsp;Your boss wants you to implement the new Azure Cosmos DB No-SQL database and import data provided by the SQL&nbsp;database administrator into the database.</p>","{'items': ['Build a non-relational data storage solution using Azure Cosmos DB', 'Create an Azure Cosmos DB NoSQL Account', 'Create and configure an Azure Cosmos DB container', 'Select and create an appropriate data partition key', 'Configure an appropriate data consistency model', 'Import, update, and delete data from a Cosmos DB container using the Azure Portal and SQL API', 'Configure a Azure Cosmos DB backup policy']}",implement-a-data-store-for-non-relational-data-using-azure-cosmos-db,Implement a Data Store for Non-relational Data using Azure Cosmos DB,"[{'id': 46620808, 'title': 'Matt Bohn', 'url': '/user/matt-bohn/'}]"
3130,45,90,"{'id': 99103732, 'title': 'Nikolai Schuler', 'url': '/user/nikolai-schuler/'}",data_science,"<p>In this Lab, you will take on the role of a data analyst at PaperPro, a leading supplier of office products. The company's finance department is currently exploring cost optimization strategies. They require detailed labor cost indicators to identify areas where staff cuts can be made. As a data analyst, your manager has assigned you the task of examining the company's databases to determine if the necessary information exists and, if so, to develop SQL queries to extract that data. Your objective is to deliver SQL queries that will enable the analyst to generate reports essential for management's decision-making process. Successful completion of this task will highlight the crucial role of the company's data repositories in providing vital insights for effective decision-making.</p>","{'items': ['Develop SQL queries ranging from basic to intermediate skill levels.', 'Recognize and understand database structures and the relationships between them.', 'Utilize SQL to manipulate data, ensuring its readiness for reporting purposes.', 'Craft SQL queries specifically tailored for dashboard preparation.']}",analyzing-labor-cost-in-human-resources-sql-database,Analyzing Labor Cost in Human Resources SQL Database,"[{'id': 99103732, 'title': 'Nikolai Schuler', 'url': '/user/nikolai-schuler/'}]"
3128,60,120,"{'id': 2025260, 'title': 'Zeal Vora', 'url': '/user/cybercorp/'}",aws,"<p>In this lab, you will be a DevOps consultant at an e-commerce-based startup that wants to create a simple solution that can quickly allow canary-like deployment for their serverless application based on AWS&nbsp;Lambda service. This in turn allows the organization to test the newer version of Lambda before routing 100% of the traffic to the newer version in the production environment. The architecture group thinks that using the built-in Lambda functionality related to weighted aliases can achieve this use case.&nbsp;Your boss wants you to build a proof-of-concept.</p>","{'items': ['Create multiple versions in Lambda', 'Route traffic to Lambda versions using weighted alias', 'Route traffic to Lambda versions using function URLs']}",traffic-shifting-using-aws-lambda,Traffic Shifting Using AWS Lambda,"[{'id': 2025260, 'title': 'Zeal Vora', 'url': '/user/cybercorp/'}]"
3098,60,90,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",azure,"<p>As a cloud engineer, you have been tasked with deploying a containerized web app called BrezyWeather that displays weather information for various locations. To accomplish this, your company has decided to use <strong>Azure App Service</strong> as the host for the web app and <strong>Azure SQL Database</strong> to store data. Your responsibilities include setting up and configuring the Azure SQL Database, deploying the app from <strong>Docker Hub</strong> to the App Service, and configuring the necessary settings to connect to the SQL Server. Once done, you will need to test the critical pages of the website to ensure its functionality.</p>","{'items': ['Create and manage a cloud-based SQL database on Azure.', 'Deploy a Docker image to Azure App Service.', 'Configure the App Settings to connect to SQL Server.', 'Navigate and use Azure Portal for managing Azure resources.']}",deploying-a-containerized-web-app-with-azure-sql-database,Deploying a Containerized Web App with Azure SQL Database,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}]"
3090,60,120,"{'id': 32100244, 'title': 'Ricardo Andre Gonzalez Gomez', 'url': '/user/ricardo-andre-gonzalez-gomez/'}",aws,"<p>In this lab, you will be a cloud engineer who is part of the infrastructure team for a marketing company that runs its services on AWS. The company wants to implement a notification pipeline to know precisely when an EC2 instance terminates and you will be responsible for this implementation. The AWS services that the company expects you to use for the solution are autoscaling groups and lifecycle hooks to capture terminating events in EC2, AWS EventBridge to filter them, and AWS Lambda to process them. The end goal is to use this stack to receive notifications on a Slack channel as soon as an EC2 instance is deleted or terminated. You must also deploy this solution using AWS CloudFormation to comply with the company's infrastructure as code requirements.</p>","{'items': ['Send notifications to Slack through Lambda', 'Deploy production-ready infrastructure using CloudFormation', 'Configure lifecycle hooks on autoscaling groups', 'Create EventBridge rules to trigger notifications about specific AWS events']}",build-a-notification-pipeline-with-cloudformation-ec2-eventbridge-and-lambda,"Build a Notification Pipeline with CloudFormation (EC2, EventBridge and Lambda)","[{'id': 32100244, 'title': 'Ricardo Andre Gonzalez Gomez', 'url': '/user/ricardo-andre-gonzalez-gomez/'}]"
3088,60,120,"{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}",data_science,"<p>In this lab, you'll assume the role of a data analyst at Diogo's Delicious Chocolate Company, a rapidly growing gourmet chocolate manufacturer known for its innovative flavors and high-quality ingredients. The management team at Diogo's is committed to expanding its market share while maintaining customer satisfaction. They understand that in today's data-driven world, making informed decisions based on data analysis is crucial for streamlining operations, enhancing customer experience, and ensuring continuous improvement. Your boss asked you to analyze data from production lines to identify bottlenecks and improve efficiency, dive deep into inventory management to optimize stock levels and reduce waste, and evaluate customer feedback to pinpoint areas of improvement and capitalize on opportunities for growth.</p>","{'items': ['Apply the concepts of null and alternative hypotheses to perform hypothesis testing with various statistical methods, such as t-tests and chi-square tests.', 'Interpret the results of hypothesis testing, including p-values and confidence intervals, to make informed decisions and draw meaningful conclusions.', 'Perform independent and paired t-tests to compare means of two groups, assessing the significance of differences in various real-world contexts', 'Leverage Python programming, including popular libraries such as NumPy, pandas, and SciPy, to perform statistical analyses.']}",leveraging-hypothesis-testing-to-optimize-business-operations-using-python,Leveraging Hypothesis Testing to Optimize Business Operations Using Python,"[{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}]"
3072,60,120,"{'id': 46688028, 'title': 'Bryan Krausen • 130,000+ Enrollments Worldwide', 'url': '/user/bryan-krausen/'}",aws,"<p>You are a DevOps engineer for a fast-growing software development company that is in the process of migrating its workloads to the AWS platform. Since security is always top-of-mind, your focus will be to start configuring and implementing logging solutions for the AWS account as well as monitoring workloads. We're in the testing phase right now, but designing a proper logging solution will set the stage for the organization moving forward. Your job is to set up CloudWatch and Config for the account and deploy the first workload while setting up monitoring and alerting for it.</p>","{'items': ['How to set up CloudWatch Logs for centralized log management, allowing them to collect and analyze logs from various AWS services.', ""Implementing AWS Config to track resource configurations and changes, allowing them to maintain a detailed history of their infrastructure's state."", 'How to configure alarms and email notifications based on log data, empowering them to proactively identify and respond to critical events.', 'How to configure CloudTrail for auditing and monitoring AWS API activity, enabling them to track and investigate changes made to their resources.']}",design-and-implement-a-comprehensive-logging-solution-on-aws,Design and Implement a Comprehensive Logging Solution on AWS,"[{'id': 46688028, 'title': 'Bryan Krausen • 130,000+ Enrollments Worldwide', 'url': '/user/bryan-krausen/'}]"
3070,60,90,"{'id': 13121610, 'title': 'Trevoir Williams', 'url': '/user/trevoirwilliams/'}",azure,"<p>The National Environment &amp; Planning Agency of Jamaica (NEPA for short) has a new mandate from the Ministry of Housing to catalog all known ponds, lakes, rivers, mountains, and protected wildlife areas in the country. This initiative will assist the ministry with zoning activities for new construction and mining activities. You have been contracted to develop a scalable storage solution for this endeavor. </p>","{'items': ['Create a Cosmos DB account', 'Create databases and containers inside a Cosmos DB account', 'Author queries to retrieve and manipulate unstructured data', 'Create Cosmos DB change feed functions']}",building-a-scalable-storage-solution-using-cosmos-db,Building a Scalable Storage Solution Using Cosmos DB,"[{'id': 13121610, 'title': 'Trevoir Williams', 'url': '/user/trevoirwilliams/'}]"
3068,90,120,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",azure,"<p>You are a cloud engineer for a weather forecasting company named <strong>BrezyWeather</strong>. The company wants to develop a new weather app using <strong>Azure Functions</strong> and <strong>Table Storage</strong>. The app will allow users to get weather forecasts for a specific location. The app will store the weather data in Azure Table Storage using Azure Functions. You are tasked with creating and configuring the Azure Table Storage account, developing and deploying the Azure Function app, and writing the Azure Functions code to integrate with <strong>Azure Table</strong> Storage. Finally, you will test the solution by accessing the data in the Azure Table. </p>","{'items': ['Create and configure Azure Table Storage account & table.', 'Develop Azure Function app using Azure Portal.', 'Write & test Azure Functions code to integrate with Azure Table Storage.', 'Use Azure CLI from Azure Portal to work with Azure storage & function apps.']}",building-a-storage-solution-with-azure-functions-and-azure-table-storage,Building a Storage Solution with Azure Functions and Azure Table Storage,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}]"
3066,60,90,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",azure,"<p>You are a cloud engineer hired by BrezyWeather, a weather forecasting company. The company wants to create a static website displaying weather information for various cities. They have provided you with the website files and asked you to host them on <strong>Azure Blob Storage</strong>. Your task is to create an <strong>Azure Storage account</strong> to host the website and configure it for static website hosting. You must then upload the website files to the storage account and configure website properties such as default documents and error pages. Finally, you will test the website by accessing it via its URL to ensure it works correctly.</p>","{'items': ['Create an Azure Storage account for hosting a static website.', 'Use Azure CLI to manage an Azure Storage account.', 'Configure the Azure Storage account for static website hosting.', 'Upload website files to the storage account.', 'Understand the basics of Azure Blob Storage.']}",configuring-azure-blob-storage-for-static-website-hosting-with-azure-cli,Configuring Azure Blob Storage for Static Website Hosting with Azure CLI,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}]"
3062,60,120,"{'id': 22450788, 'title': 'Manoj Fernando', 'url': '/user/manoj-fernando/'}",aws,"<p>As a recent addition to a software development company, you are a full-stack developer on a team responsible for creating production-grade software for clients. Your team has developed and deployed an e-commerce application that recently encountered issues. On a particular Friday afternoon, multiple customer complaints surfaced regarding problems with the shopping cart checkout process. The backend of this application relies on AWS Lambda and other AWS services.</p><p>Your team leader noted that the observability tool did not alert the team about any Lambda function failures, which was unusual. Furthermore, there were no error logs in CloudWatch for the checkout Lambda function. Given this situation, you've been tasked with identifying and promptly troubleshooting the root cause of this problem.</p>","{'items': ['Detect lambda timeouts', 'Debug lambda timeouts', 'Determine the underlying causes of timeouts', 'Enhance code to handle lambda timeouts more effectively', 'Develop custom metrics to detect timeouts', 'Prevent lambda timeouts from occurring']}",optimize-aws-lambda-functions-detect-debug-and-prevent-timeouts,"Optimize AWS Lambda Functions: Detect, Debug, and Prevent Timeouts","[{'id': 22450788, 'title': 'Manoj Fernando', 'url': '/user/manoj-fernando/'}]"
3058,60,120,"{'id': 13121610, 'title': 'Trevoir Williams', 'url': '/user/trevoirwilliams/'}",azure,"<p>JamSpice Trade Partners has contracted our company, LikkleBit Technology Consultancy, to develop a solution to integrate with third-party vendors who sell their products online. This solution will expose an API endpoint, allowing vendors to send order information to their system and store the information in a document database and as a text file. You will need to develop a proof of concept solution that will facilitate this integration between JamSpice and any vendor with which they do business. This will streamline their internal fulfillment and auditing processes and increase manufacturing efficiency. You will need to use Azure Functions for a RESTful API, a Service Bus for data transportation, and Azure CosmosDB and Blob storage. You have received the architectural design plans from the CTO and you need to implement your prototype to prove that this concept is viable.</p>","{'items': ['Create Azure Functions (HTTP and Service Bus Triggered)', 'Create an Azure Service Bus Instance', 'Implement Pub-Sub Pattern', 'Setup Azure Cosmos database and collections', 'Provision Azure Blob Storage Account']}",creating-a-serverless-messaging-solution-with-services-and-azure-functions,Creating a Serverless Messaging Solution with Services and Azure Functions,"[{'id': 13121610, 'title': 'Trevoir Williams', 'url': '/user/trevoirwilliams/'}]"
3056,60,120,"{'id': 60035391, 'title': 'Start-Tech Academy', 'url': '/user/start-tech-academy/'}",data_science,"<p>In this lab, you will assume the role of a data analyst at a retail giant, STA SuperMart, which has been experiencing a steady decline in sales revenue over the past few years. The business intelligence team has assigned you the task of analyzing the sales data, creating visualizations, and forecasting future sales revenue to help the sales and marketing teams make informed decisions about product offerings, pricing, and promotional activities. The project is critical to SuperMart as they need to remain competitive in the market and boost revenue. You are expected to deliver a comprehensive report with actionable insights, visualizations, and a sales revenue forecast for the next quarter. Your manager will be looking for a visually appealing report with clear insights and recommendations.</p>","{'items': ['Create visualizations such as bar charts, pie charts, donut charts etc. to represent data in Python', 'Perform data aggregation, grouping and pivoting to find insights from the data', ""Filter and sort the data to find the 'top N' based on given conditions"", 'Create time series forecasting models to predict future sales values based on historical data']}",analyzing-visualizing-and-forecasting-sales-revenue-for-a-superstore-using-python,"Analyzing, Visualizing, and Forecasting Sales Revenue for a Superstore Using Python","[{'id': 60035391, 'title': 'Start-Tech Academy', 'url': '/user/start-tech-academy/'}]"
3042,60,120,"{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}",aws,"<p>In this lab, you will be working as a Security Architect at ABC Corp. ABC Corp has experienced an attack on its EC2 instance because of which they&nbsp; hired you as an experienced Security Architect. Being a Senior Security Architect, your primary responsibility will be to implement Host Based Security for EC2 instances. Your task is to implement a Host Intrusion Detection System (HIDS) ensure that alerts are generated on EC2 instance in case any file is added/modified/removed on the instance. Real time alerts should be generated for any suspicious behavior on the EC2 instance.</p>","{'items': ['Launch an EC2 instance and connect using EC2 instance Connect', 'Run Linux commands to install and configure Host Intrusion Detection System (HIDS)', 'Install Host Intrusion Detection System (HIDS) on EC2 instance', 'Configure Real Time alerting on EC2 instance', 'Implement Host Based Security for EC2 instance']}",implement-host-based-security-to-safeguard-ec2-instances-from-security-threats,Implement Host Based Security to Safeguard EC2 Instances from Security Threats,"[{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}]"
3038,60,90,"{'id': 23883614, 'title': 'Timotius Pamungkas', 'url': '/user/timotius-pamungkas/'}",data_science,"<p>You are working as a data scientist for a finance company that relies heavily on data for decision-making as a part of its day-to-day operations. After some evaluation, it has been found that the operational team uses raw data and their own assumptions to interpret the data and this causes inaccurate decisions to be made. Recently, they assumed that the interest rates had no contribution on the default rates, so they approved loans as long as the customer income seemed promising. However, the risk team findings did not support this assumption.</p><p>Your role is critical in helping the company make data driven decisions. Your manager tasked you with evaluating whether the operational team's assumption is right or wrong. As a data scientist, you must use the provided data to support your evaluation and use the proper statistical method to conclude.</p>","{'items': ['Clean data using Jupyter and Python', 'Calculate summary statistics such as mean and median from a data set', 'Apply hypothesis testing and statistical tests to a data set', 'Interpret data results and decide whether or not an assumption about the data population is correct']}",analyze-risk-on-a-loan-portfolio-using-statistical-tests-in-jupyter,Analyze Risk on a Loan Portfolio using Statistical Tests in Jupyter,"[{'id': 23883614, 'title': 'Timotius Pamungkas', 'url': '/user/timotius-pamungkas/'}]"
3034,60,120,"{'id': 29720180, 'title': 'Memi Lavi', 'url': '/user/memi-lavi/'}",azure,"<p>You are an Azure administrator in an e-commerce startup. While designing and developing the system, it was found that the current mechanism for storing logs and files, which is based on a VM with attached disks, is not good enough and the mechanism ran into reliability and performance problems. Because of that, the company decided to look at other solutions. You've been given the task to prepare a blob storage in Azure to store files and logs from the new e-commerce system. This storage will be a proof-of-concept for storing files and logs for the new system, and should be reliable and performant. You need to create and configure the storage account for that, and make sure the storage is highly available so that if a cloud region goes down the data is not lost.</p>","{'items': ['Create Storage Account in Azure', 'Create Container in the Storage Account', 'Configure availability for the Storage Account', 'Upload files to the Storage Account']}",manage-data-in-azure-storage-accounts,Manage Data in Azure Storage Accounts,"[{'id': 29720180, 'title': 'Memi Lavi', 'url': '/user/memi-lavi/'}]"
3032,90,120,"{'id': 30588458, 'title': 'Sid Raghunath', 'url': '/user/siddharth-raghunath/'}",aws,"<p>In this lab, you are a cloud engineer working for an e-commerce start-up which has a website and a mobile application. The CTO of the company has decided to move away from a monolithic architecture due to its overhead and maintainability issues to a more micro-service oriented architecture. As part of this transition, the cloud architect of the team has decided to split and migrate a few important modules which will be deployed as a set of standalone microservices. The team has decided to split and migrate some important modules as microservices running on an EC2 Instance with a MySQL Db running on RDS.&nbsp; </p><p>Your task is to migrate the independent modules and implement each one of them as a standalone microservice using FLASK running on EC2 with RDS MySQL&nbsp;as the application database.</p>","{'items': ['Deploy microservices using FLASK on EC2', 'Ensure the applications are scalable using EC2 autoscaling policies', 'Set up MySQL Database on RDS', 'Set up secrets manager to access RDS credentials from the FLASK application dynamically']}",migrate-a-backend-e-commerce-application-as-a-microservice-to-ec2-mysql-rds,Migrate a Backend E-commerce Application as a Microservice to EC2 & MySQL RDS,"[{'id': 30588458, 'title': 'Sid Raghunath', 'url': '/user/siddharth-raghunath/'}]"
3016,45,90,"{'id': 114871766, 'title': 'Henry Habib', 'url': '/user/henry-legge-2/'}",azure,"<p>In this lab, you are a DevOps Manager at a company that focuses on selling computer hardware. Historically, they have tracked their product data using Excel spreadsheets as they were strictly Brick-and-Mortar, but now want to<strong> create an online platform </strong>to improve the user experience. To achieve this goal, the CTO has asked you to <strong>create a cloud data storage solution </strong>that will hold the product information, <strong>and develop a web application that will enable their customers to find product information. </strong>You will design and <strong>create a relational data storage solution using Azure SQL Database</strong> designed for the CTO's specifications. After that, <strong>you will create a simple Web App using Azure App Service</strong> that connects to the data and enables customers to view the product information data online.</p>","{'items': ['Deploy Azure SQL Databases, a relational data storage solution', 'Deploy Web Applications using App Service', 'Connect Web Applications to SQL Databases, to create dynamic Apps', 'Learn best practices when creating Web Apps based on relational data and SQL Databases']}",build-web-apps-using-azure-app-service-and-azure-sql-database-relational-data-storage,Build Web Apps using Azure App Service and Azure SQL Database (Relational Data Storage),"[{'id': 114871766, 'title': 'Henry Habib', 'url': '/user/henry-legge-2/'}]"
3012,60,120,"{'id': 43214534, 'title': 'Alexander Hagmann', 'url': '/user/alexander-hagmann/'}",data_science,"<p>In this lab, you will be a data scientist on the data &amp; analytics team at an investment banking firm located in London. The firm's equity research team needs a machine learning model that can make predictions on future stock performance based on the Fama/French 5 Factors and asked the data &amp; analytics team to provide such a model. Your boss provides you with the required data and asks you to build, tune, and test various linear models. At the end of the project, you will deliver the best model and its parameters to the equity research Team.</p>","{'items': ['Create and fit various linear regression models (Linear Regression, ElasticNet, Linear Support Vector Regression)', ""Evaluate a regression model's fit and prediction quality with statistical metrics"", 'Tune and optimize regression models using cross-validation and hyperparameter tuning', 'Identify and select the best regression model with the highest prediction quality (model selection)', 'Create and fit machine learning pipelines', 'Perform an Explanatory Data Analysis (EDA)']}",predicting-stock-performance-with-linear-models-using-python,Predicting Stock Performance with Linear Models Using Python,"[{'id': 43214534, 'title': 'Alexander Hagmann', 'url': '/user/alexander-hagmann/'}]"
3010,60,120,"{'id': 43214534, 'title': 'Alexander Hagmann', 'url': '/user/alexander-hagmann/'}",data_science,"<p>In this lab, you will be a quantitative analyst on the finance &amp; analytics team at an asset management firm located in Toronto, Canada. The firm's fund management team is planning to adopt a more quantitative and analytical approach for its US equity fund with the goal of improving the fund's performance. As the first step, the fund managers seek to identify factors that may influence stock performance and they have asked the finance &amp; analytics team to provide such an analysis. Your boss provides you with data on stock prices and commonly used factors and asks you to test with quantitative/statistical methods if and how these factors drive stock performance. At the end of the project, you will deliver a summary report for the fund management team pointing out if and how the factors significantly influenced the performance of various fund stocks.</p>","{'items': ['Create and fit basic multiple linear regression models for financial time series data', 'Test the significance of independent variables in a regression model (hypothesis testing)', 'Perform an Explanatory Data Analysis (EDA)', 'Perform a statistical data visualization', 'Pre-process and prepare financial) time series data for linear regression', 'Understand and interpret the results of linear regression and hypothesis testing', 'Identify and handle problems in linear regression models (e.g. autocorrelation)', 'Understand why to use covariance stationarity time series in regression analysis and how to transform non-stationary (time series']}",analyze-stock-performance-with-linear-regression-and-hypothesis-testing-using-python,Analyze Stock Performance with Linear Regression and Hypothesis Testing Using Python,"[{'id': 43214534, 'title': 'Alexander Hagmann', 'url': '/user/alexander-hagmann/'}]"
3008,60,120,"{'id': 43214534, 'title': 'Alexander Hagmann', 'url': '/user/alexander-hagmann/'}",data_science,"<p>In this Lab, you will be a Data Analyst in the Quantitative Analytics Team at an Investment Management Firm located in New York City. The Firm's Investment Management Department is planning to launch a new Multi-Asset Class Fund for its retail clients. The Fund shall invest in various Asset Classes such as Equities, Fixed Income, Commodities, and Cryptocurrencies. Before they can make further decisions on the composition of the new fund, the Investment Management Department needs a clean and solid database and a first explanatory data analysis. They are asking the Quantitative Analytics Team to create one. Your boss provides you with three raw datasets from different data sources and asks you to clean, align, and merge the data into one dataset. At the end of the project, you will deliver that dataset together with an explanatory data analysis that visualizes and compares the performance of various Asset Classes.</p>","{'items': ['Prepare for Time Series Analysis by reading Time Series Data from CSV-Files into Pandas DataFrames', 'Clean, process, and manipulate raw data with Pandas DataFrames', 'Perform Time Series operations with Pandas DataFrames (resample, localize, timezone-conversion, etc.)', 'Align and merge multiple Time Series datasets into one sound dataset', 'Analyse and explore Time Series Data with Line Charts, Histograms, Heatmaps, Violinplots and more', 'Analyse and visualize Profitability, Volatility and pair-wise Correlation of Financial Instruments']}",process-analyze-and-visualize-financial-time-series-data-with-python-and-pandas,"Process, Analyze, and Visualize Financial Time Series Data with Python and Pandas","[{'id': 43214534, 'title': 'Alexander Hagmann', 'url': '/user/alexander-hagmann/'}]"
