Project Key,Project Name,Story Key,Status,Priority,Created,Summary
DFD,Defenders,DFD-5290,Finalizada,Highest,2024-07-12T10:53:16.717-0600,Creación del servicio de actualización de Cobros
DFD,Defenders,DFD-5289,Finalizada,Highest,2024-07-12T10:25:42.100-0600,Crear servicio de actualización nocturna de cobros
DFD,Defenders,DFD-5288,Finalizada,Highest,2024-07-12T10:21:18.354-0600,Ajuste en archivo resumen
OS,OPC Squad,OS-12021,Tareas por hacer,Highest,2024-07-11T12:25:25.710-0600,Ajustar generación de saldos
OS,OPC Squad,OS-12020,Finalizada,Highest,2024-07-11T12:11:35.190-0600,Ajustar trigger para validación fallecidos
OS,OPC Squad,OS-12019,Finalizada,Highest,2024-07-11T11:59:52.086-0600,Ajustar trigger Tipos de Saldo
OS,OPC Squad,OS-12018,Finalizada,Highest,2024-07-11T11:49:48.597-0600,Ajustar trigger Cargos Automáticos
OS,OPC Squad,OS-12017,Finalizada,Highest,2024-07-11T11:42:19.690-0600,Ajustes en archivos SUPEN
OS,OPC Squad,OS-12016,Finalizada,Highest,2024-07-11T09:15:20.928-0600,Actualización pantalla FVGENPRO
PP,Bug Hunters,PP-11184,Finalizada,Highest,2024-07-10T16:53:54.631-0600,Ajuste en mantenimiento de comisiones de administración
OS,OPC Squad,OS-12015,Finalizada,Highest,2024-07-10T11:48:12.009-0600,Ajustes en consulta P_Consultas
OS,OPC Squad,OS-12013,Finalizada,Highest,2024-07-10T11:15:46.917-0600,Apoyo Negocio
OS,OPC Squad,OS-12012,Finalizada,Highest,2024-07-10T11:15:37.909-0600,Apoyo TI
OS,OPC Squad,OS-12011,En curso,Highest,2024-07-10T10:53:18.972-0600,Validación en pre solicitudes
VISN,Visionarios,VISN-469,Finalizada,Highest,2024-07-10T10:09:16.295-0600,Ajuste en el registro de autorizados
VISN,Visionarios,VISN-468,Finalizada,Highest,2024-07-10T10:07:42.568-0600,Ajuste el servicio de notificaciones sinpe
VISN,Visionarios,VISN-467,Finalizada,Highest,2024-07-10T10:01:55.671-0600,Crear reporte conciliatorio de anexo 45 y contabilidad 
OS,OPC Squad,OS-12005,Finalizada,Highest,2024-07-09T11:24:04.547-0600,Ajuste para el cambio en inicio de sesión
WP,Scrumverse,WP-2688,Finalizada,Highest,2024-07-09T11:06:00.675-0600,Ajuste en reasignación de tags
OS,OPC Squad,OS-11998,Tareas por hacer,Highest,2024-07-09T10:26:06.099-0600,Cambiar al esquema PA la función validar contraseñas
PP,Bug Hunters,PP-11175,Tareas por hacer,Highest,2024-07-08T20:28:23.032-0600,Crear consulta detallada de asientos
WP,Scrumverse,WP-2687,Finalizada,Highest,2024-07-08T09:18:18.125-0600,Corrección memoria de placas
OS,OPC Squad,OS-11988,En curso,Highest,2024-07-05T14:30:33.803-0600,Cambio en registro de ventas de inversiones
OS,OPC Squad,OS-11984,Tareas por hacer,Highest,2024-07-04T17:21:17.581-0600,Validación de errores Compra
OS,OPC Squad,OS-11983,En curso,Highest,2024-07-04T16:10:31.268-0600,Manejo de errores en la Venta 
WP,Scrumverse,WP-2686,Finalizada,Highest,2024-07-04T08:52:08.403-0600,Corregir búsqueda por fecha en pantalla de entrega de vehiculo
ET,BitCode Team,ET-14919,Tareas por hacer,Highest,2024-07-03T15:40:15.198-0600, BE: Detalle tiquete pagado
ET,BitCode Team,ET-14918,Tareas por hacer,Highest,2024-07-03T15:40:14.203-0600,FE: Detalle tiquete pagado 
ET,BitCode Team,ET-14917,Finalizada,Highest,2024-07-03T15:38:53.500-0600,FE: Pantallas reporte Consolidado
ET,BitCode Team,ET-14916,Finalizada,Highest,2024-07-03T15:38:52.611-0600,FE: Pantallas reporte Detallado
ET,BitCode Team,ET-14915,Finalizada,Highest,2024-07-03T15:38:51.549-0600,BE: Pantallas reporte Consolidado
ET,BitCode Team,ET-14914,Finalizada,Highest,2024-07-03T15:38:50.696-0600,BE: para pantallas reporte Detallado
ET,BitCode Team,ET-14913,Finalizada,Highest,2024-07-03T15:38:49.625-0600,BE: Crear vista para Habilitar historial de pagos. - Portal WEB
PP,Bug Hunters,PP-11125,Finalizada,Highest,2024-06-28T16:00:48.799-0600,Modificar mantenimiento de bonos
DFD,Defenders,DFD-5227,Finalizada,Highest,2024-06-28T11:44:33.519-0600,Adaptar Pantalla de Impresión de Reportes por Producto
DFD,Defenders,DFD-5226,Tareas por hacer,Highest,2024-06-28T11:15:41.991-0600,Crear mantenimiento de configuraciones
DFD,Defenders,DFD-5224,Finalizada,Highest,2024-06-28T10:57:49.594-0600,Crear mantenimiento de empresa
DFD,Defenders,DFD-5222,Finalizada,Highest,2024-06-28T10:48:30.126-0600,Correcciones en Archivo Resumen
DFD,Defenders,DFD-5221,Finalizada,Highest,2024-06-28T10:48:02.501-0600,Creación de Plan de Planilla
DFD,Defenders,DFD-5220,Finalizada,Highest,2024-06-28T10:47:06.950-0600,Validar el avance de las bandejas de Aprobación de Etapas
DFD,Defenders,DFD-5219,Finalizada,Highest,2024-06-28T10:44:38.994-0600,Incluir nivel de seguridad para Token
OS,OPC Squad,OS-11951,Finalizada,Highest,2024-06-28T10:00:50.488-0600,Crear consulta de envíos de estados de cuenta
OS,OPC Squad,OS-11950,Finalizada,Highest,2024-06-28T08:34:33.744-0600,Ajustar consultas para FG
OS,OPC Squad,OS-11949,Finalizada,Highest,2024-06-28T08:26:18.381-0600,Corrección nombres completos
OS,OPC Squad,OS-11947,Finalizada,Highest,2024-06-27T13:31:09.360-0600,Corrección consultas para Fondos Generacionales
OS,OPC Squad,OS-11946,Tareas por hacer,Highest,2024-06-27T13:30:00.233-0600,Validación en venta de cuotas
OS,OPC Squad,OS-11945,En curso,Highest,2024-06-27T13:27:58.295-0600,Validación de disponibilidad para retiros de saldos patronales
VISN,Visionarios,VISN-431,Finalizada,Highest,2024-06-27T08:09:46.857-0600,Agregar Validaciones de conflicto de interés en contratos automáticos **Ots compartidas**
PP,Bug Hunters,PP-11117,Finalizada,Highest,2024-06-26T15:50:56.130-0600,Ajuste en Calculo de comisiones de administración *Boton Aplica cobro**
PP,Bug Hunters,PP-11114,Finalizada,Highest,2024-06-26T15:31:00.802-0600,Ajuste en Calculo de comisiones de administración
ET,BitCode Team,ET-14868,Tareas por hacer,Highest,2024-06-26T10:29:21.664-0600,Habilitar pestaña Mantenimientos – Tarjetas
OS,OPC Squad,OS-11940,Tareas por hacer,Highest,2024-06-25T17:07:08.892-0600,Homologación tablas CIF
VISN,Visionarios,VISN-426,Finalizada,Highest,2024-06-25T14:54:41.233-0600,Investigar Perdida de IDs en Ots
VISN,Visionarios,VISN-424,Tareas por hacer,Highest,2024-06-25T14:46:46.325-0600,Nuevo control de saldo disponible
DFD,Defenders,DFD-5210,Finalizada,Highest,2024-06-25T13:17:27.052-0600,Cambiar predeterminados en combos de áreas
ADI,Investor,ADI-9663,Finalizada,Highest,2024-06-25T11:26:31.717-0600,Crear mantenimiento para incluir ficheros de TechRules
WP,Scrumverse,WP-2680,Finalizada,Highest,2024-06-25T11:14:35.703-0600,Creación de modulo de reporte de cobro de fee
WP,Scrumverse,WP-2679,Finalizada,Highest,2024-06-25T11:10:20.211-0600,Mostrar fecha en la pantalla de entrega de vehículo
WP,Scrumverse,WP-2678,Finalizada,Highest,2024-06-25T11:06:06.807-0600,Ajuste día de ingreso boleta de registro y entrega de vehiculo
ADI,Investor,ADI-9662,Finalizada,Highest,2024-06-25T10:36:41.762-0600,Ajuste en cuadre contable Capital Pagado en exceso **ADI-9622**
ET,BitCode Team,ET-14858,Finalizada,Highest,2024-06-24T15:34:10.602-0600,MS Core: Cambiar query SQL para listar afiliados en pantalla
OS,OPC Squad,OS-11920,Finalizada,Highest,2024-06-24T13:59:18.726-0600,Pruebas generación Spool por régimen
ADI,Investor,ADI-9660,Finalizada,Highest,2024-06-24T11:02:06.772-0600,Ajuste en pantalla de archivo techrule
OS,OPC Squad,OS-11906,Finalizada,Highest,2024-06-21T17:19:41.117-0600,Corrección en la carga colectivos
ADI,Investor,ADI-9653,Finalizada,Highest,2024-06-20T10:32:35.731-0600,Crear tabla de cupones
OS,OPC Squad,OS-11897,Finalizada,Highest,2024-06-18T16:40:53.035-0600,Habilitar Marcar o Desmarcar Transiciones Automáticas
VISN,Visionarios,VISN-410,Finalizada,Highest,2024-06-18T14:28:10.528-0600,Ajuste de tasas en Estados de cuenta **Deuda Tecnica**
WP,Scrumverse,WP-2677,Finalizada,Highest,2024-06-18T12:13:26.081-0600,Ajuste en reasignación de tags
WP,Scrumverse,WP-2676,Finalizada,Highest,2024-06-18T12:06:29.825-0600,Ajuste de código en devolución masiva de tags
WP,Scrumverse,WP-2672,Finalizada,Highest,2024-06-18T11:50:25.683-0600,Ajuste pantalla trazabilidad
WP,Scrumverse,WP-2671,Finalizada,Highest,2024-06-18T11:42:15.494-0600,Ajuste pantalla Reporte de transacciones
ET,BitCode Team,ET-14849,Finalizada,Highest,2024-06-17T16:27:18.897-0600,MS Maintenance: Mantenimiento de agencia corresponsales
ET,BitCode Team,ET-14848,Finalizada,Highest,2024-06-17T16:24:48.383-0600,MS FE: Mantenimiento de agencia corresponsales
ET,BitCode Team,ET-14847,Finalizada,Highest,2024-06-17T16:15:22.876-0600,Spike: revisión de flujo de pago directo MS S&F
ET,BitCode Team,ET-14846,Finalizada,Highest,2024-06-17T16:07:02.540-0600,Configurar tramas de pruebas de afiliados 2da parte 50 Afiliados
ET,BitCode Team,ET-14845,Finalizada,Highest,2024-06-17T16:05:19.622-0600,"Spike - Revisión ausencia del campo ""resultType"" en algunos afiliados"
ET,BitCode Team,ET-14844,Cancelado,Highest,2024-06-17T16:04:34.083-0600,Pase de producción MS Core
ET,BitCode Team,ET-14842,Finalizada,Highest,2024-06-17T16:02:12.698-0600,Spike manejo de anulaciones
ET,BitCode Team,ET-14840,Finalizada,Highest,2024-06-17T16:01:36.661-0600,Configurar Reversion Davivienda
ET,BitCode Team,ET-14839,Finalizada,Highest,2024-06-17T16:01:30.082-0600,Configurar Pago Davivienda
ET,BitCode Team,ET-14838,Finalizada,Highest,2024-06-17T16:01:21.038-0600,Configurar consulta Davivienda
ET,BitCode Team,ET-14837,Cancelado,Highest,2024-06-17T16:01:18.860-0600,Gestionar ambientes de pruebas Portal Comercios UAT
ET,BitCode Team,ET-14836,Finalizada,Highest,2024-06-17T16:00:39.544-0600,MS Mantenimiento: Mantenimiento horarios por sucursal
ET,BitCode Team,ET-14835,Finalizada,Highest,2024-06-17T16:00:35.101-0600,Historial de inicios de sesion
ET,BitCode Team,ET-14834,Tareas por hacer,Highest,2024-06-17T15:52:04.337-0600,MS: Portal comercio reimpresión de comprobantes del día
ET,BitCode Team,ET-14833,Tareas por hacer,Highest,2024-06-17T15:37:31.647-0600,Mejoras al cambio de contraseña
ET,BitCode Team,ET-14832,Finalizada,Highest,2024-06-17T15:35:10.158-0600,MS Reconciliation: continuar arreglos de issues del sonar
ET,BitCode Team,ET-14831,Finalizada,Highest,2024-06-17T15:34:12.138-0600,Llevar MS-FILE a Tanzu
ET,BitCode Team,ET-14828,Finalizada,Highest,2024-06-17T15:33:25.174-0600,BD Resolver Observaciones PIPELINE BACLINK-DATABASE
ET,BitCode Team,ET-14827,Finalizada,Highest,2024-06-17T15:33:00.093-0600,BD SETTLE: Activiar Trigger BL_TA_JOB_LOG en PROD
ET,BitCode Team,ET-14826,Finalizada,Highest,2024-06-17T15:11:54.454-0600,Query de Reporte consolidado/detallado para CrediQ
ET,BitCode Team,ET-14825,Tareas por hacer,Highest,2024-06-17T15:09:48.528-0600,BD: calculo de comision caso con intervalos
ET,BitCode Team,ET-14824,Tareas por hacer,Highest,2024-06-17T15:09:38.969-0600,BD: calculo de comision caso calculo de corresponsal por afiliado
ET,BitCode Team,ET-14823,Finalizada,Highest,2024-06-17T15:09:22.202-0600,MS ExchangeRate: Pruebas de unidad
ET,BitCode Team,ET-14822,Finalizada,Highest,2024-06-17T15:09:04.584-0600,Spike: Obtener tasas de cambio de BAC
OS,OPC Squad,OS-11886,Finalizada,Highest,2024-06-17T15:03:47.015-0600,Corrección distribución y aporte esperado en Cero
DFD,Defenders,DFD-5175,Finalizada,Highest,2024-06-17T11:15:12.776-0600,Revisar validación de las cuentas
DFD,Defenders,DFD-5174,Finalizada,Highest,2024-06-17T11:05:55.323-0600,Correcciones en Archivo Resumen y Firmantes.
ET,BitCode Team,ET-14821,Tareas por hacer,Highest,2024-06-17T10:46:27.623-0600,Visualizar pestaña Transacciones que despliegue opciones
PP,Bug Hunters,PP-11073,Finalizada,Highest,2024-06-17T09:22:21.222-0600,Crear nuevo método de envió de correo **Mailer 2.0**
OS,OPC Squad,OS-11885,Finalizada,Highest,2024-06-17T08:04:28.877-0600,Ajuste en autorización y aplicación de retiros voluntarios
OS,OPC Squad,OS-11884,Finalizada,Highest,2024-06-14T17:36:54.542-0600,Incluir procesos por sistema
ET,BitCode Team,ET-14809,Finalizada,Highest,2024-06-14T16:56:24.864-0600,MS ExchangeRate: Ajuste de montos de tasas de cambio en cero
ET,BitCode Team,ET-14808,Finalizada,Highest,2024-06-14T16:49:53.366-0600,MS ExchangeRate: Ajuste de montos de tasas de cambio en cero
ET,BitCode Team,ET-14807,Tareas por hacer,Highest,2024-06-14T15:53:39.808-0600,Visualizar pestaña Principal que despliegue opciones
PP,Bug Hunters,PP-11072,Finalizada,Highest,2024-06-13T16:28:48.757-0600,Ajuste en cuadre de operaciones
PP,Bug Hunters,PP-11071,Finalizada,Highest,2024-06-13T16:20:38.324-0600,Eliminar el nivel 2 del libro de operaciones
PP,Bug Hunters,PP-11070,Finalizada,Highest,2024-06-13T15:56:01.041-0600,Envió de correo de vencimientos Pagados a Ejecutivos
PP,Bug Hunters,PP-11069,Finalizada,Highest,2024-06-13T15:51:08.446-0600,Ajustar botón Anular
PP,Bug Hunters,PP-11068,Finalizada,Highest,2024-06-13T15:34:30.197-0600,Generar Reportes de conciliación de vencimientos **Reporte PDF**
PP,Bug Hunters,PP-11067,Finalizada,Highest,2024-06-13T15:24:48.057-0600,Generar Reportes de conciliación de vencimientos **Reporte Excel**
OS,OPC Squad,OS-11875,Finalizada,Highest,2024-06-13T15:17:53.793-0600,Agregar caracteres especiales a cifrado de contraseñas
PP,Bug Hunters,PP-11066,Finalizada,Highest,2024-06-13T15:10:36.021-0600,Crear mantenimiento de Carga de EC BCCR
OS,OPC Squad,OS-11868,Finalizada,Highest,2024-06-12T11:20:36.094-0600,Ajustar pantalla de gestiones Garantías
OS,OPC Squad,OS-11867,Finalizada,Highest,2024-06-12T10:32:40.050-0600,Ajustar proceso en la valoración de OP Cobertura
VISN,Visionarios,VISN-403,Tareas por hacer,Highest,2024-06-12T10:28:02.051-0600,Crear webservices Apys de Techrules envio de APys Bloque 3
VISN,Visionarios,VISN-402,Tareas por hacer,Highest,2024-06-12T10:27:55.149-0600,Crear webservices Apys de Techrules envio de APys Bloque 2
OS,OPC Squad,OS-11866,Finalizada,Highest,2024-06-12T10:17:25.959-0600,Curvas para la valoración
VISN,Visionarios,VISN-400,Tareas por hacer,Highest,2024-06-12T10:16:49.214-0600,Crear webservices Apys de Techrules envio de APys Bloque 1
OS,OPC Squad,OS-11865,Finalizada,Highest,2024-06-12T10:12:47.313-0600,Carga diferentes tipos de curvas
VISN,Visionarios,VISN-399,Finalizada,Highest,2024-06-12T10:07:11.447-0600,Crear webservices Apys de Techrules
VISN,Visionarios,VISN-395,Finalizada,Highest,2024-06-11T14:51:12.134-0600,Modificación de consulta 206 saldos contables saldos 0
VISN,Visionarios,VISN-394,Finalizada,Highest,2024-06-11T14:44:51.280-0600,Crear Flujo de efectivo etapa 3 comprobación de Saldos
VISN,Visionarios,VISN-391,Finalizada,Highest,2024-06-11T14:37:50.829-0600,Crear Flujo de efectivo etapa 1 Datos manuales 
WP,Scrumverse,WP-2669,Finalizada,Highest,2024-06-11T11:43:40.729-0600,RFC compass auditoria
WP,Scrumverse,WP-2668,Finalizada,Highest,2024-06-11T11:35:53.387-0600,Ajuste en reporteria valet parking
WP,Scrumverse,WP-2667,Finalizada,Highest,2024-06-11T11:18:41.610-0600,Creación de roles valet parking
ADI,Investor,ADI-9623,Finalizada,Highest,2024-06-11T10:59:37.580-0600,Correos de los perfiles
ADI,Investor,ADI-9622,Tareas por hacer,Highest,2024-06-11T10:59:28.078-0600,Pantalla de retiro de participaciones
ADI,Investor,ADI-9621,En curso,Highest,2024-06-11T10:59:16.042-0600,Generar envio de Paradoc para conciliación 
ADI,Investor,ADI-9612,Finalizada,Highest,2024-06-10T11:49:18.884-0600,Modificar el mantenimiento de Fondos
ADI,Investor,ADI-9605,Finalizada,Highest,2024-06-10T11:14:48.216-0600,Modificación de tabla de ficheros
ET,BitCode Team,ET-14761,Finalizada,Highest,2024-06-10T08:25:24.351-0600,Actualizar esquemas de base de datos baclink
OS,OPC Squad,OS-11855,Finalizada,Highest,2024-06-07T11:59:54.822-0600,Eliminar contraseña del envío por correo
ADI,Investor,ADI-9602,Finalizada,Highest,2024-06-07T11:42:49.927-0600,Modificar mantenimiento de Gastos
ADI,Investor,ADI-9601,Finalizada,Highest,2024-06-07T11:42:05.124-0600,Crear mantenimiento de proveedores
OS,OPC Squad,OS-11849,Finalizada,Highest,2024-06-06T14:27:51.178-0600,Corrección apertura de contratos que se trasladan
OS,OPC Squad,OS-11847,Tareas por hacer,Highest,2024-06-06T08:54:56.053-0600,Corrección aplicación Cargos Automáticos
OS,OPC Squad,OS-11846,Finalizada,Highest,2024-06-06T08:50:54.441-0600,Ajustes en generación de contraseñas P2000
PP,Bug Hunters,PP-11045,Finalizada,Highest,2024-06-05T09:42:19.906-0600,Mejora en el proceso de resumen de asientos contables
DFD,Defenders,DFD-5133,Finalizada,Highest,2024-06-04T15:38:12.241-0600,No crear planes cuando han sido eliminados.
DFD,Defenders,DFD-5132,Finalizada,Highest,2024-06-04T15:27:08.590-0600,Validar la barra de porcentaje de completado en la sección de cuenta
DFD,Defenders,DFD-5131,Finalizada,Highest,2024-06-04T15:25:38.217-0600,Buffer
DFD,Defenders,DFD-5130,Finalizada,Highest,2024-06-04T15:16:57.030-0600,Validación de oficial en la creación de cuenta 
ET,BitCode Team,ET-14758,Finalizada,Highest,2024-06-04T12:02:01.774-0600,Front End - Pruebas Unidad test afiliados
ET,BitCode Team,ET-14757,Finalizada,Highest,2024-06-04T11:59:26.952-0600,Front end: Desarrollo de pantalla de ejecución de pruebas de afiliados
ET,BitCode Team,ET-14756,Finalizada,Highest,2024-06-04T11:57:16.581-0600,Configurar tramas de pruebas de afiliados primeros 50 Afiliados
ET,BitCode Team,ET-14755,Finalizada,Highest,2024-06-04T11:54:56.825-0600,Configuracion plantilla base afiliados BN
ET,BitCode Team,ET-14754,Finalizada,Highest,2024-06-04T11:54:01.053-0600,Ajustar WSDL de servicio BN
ET,BitCode Team,ET-14753,Finalizada,Highest,2024-06-04T11:49:52.557-0600,MS-TRANSLATOR continuar implementacion de logica de parseo
ET,BitCode Team,ET-14752,Finalizada,Highest,2024-06-04T11:40:00.897-0600,Pase a producción MS-FILE
ET,BitCode Team,ET-14751,Finalizada,Highest,2024-06-04T11:39:21.779-0600,"MS PORTAL COMERCIO: Agregar token, compañia y agencia"
ET,BitCode Team,ET-14750,Finalizada,Highest,2024-06-04T11:39:01.028-0600,MS PORTAL COMERCIO: Listar usuarios por agencia y compañia
ET,BitCode Team,ET-14749,Finalizada,Highest,2024-06-04T11:38:40.336-0600,MS PORTAL COMERCIO: Paginar las consultas de usuarios
ET,BitCode Team,ET-14748,Finalizada,Highest,2024-06-04T11:38:05.482-0600,Generar Autenticación para Azure Container MS-SETTLE
WP,Scrumverse,WP-2665,Finalizada,Highest,2024-06-04T11:34:44.349-0600,Incorporar opción de descarga de excel en reporte
ET,BitCode Team,ET-14747,Finalizada,Highest,2024-06-04T11:29:40.457-0600,Crear Disparador de Base de Datos para homologar registros de ejecución de cierres
